pair,turn,round,type,is_gesture,from_ts,to_ts,referent,comment,duration,object,speech,speaker,trial,director,correct_answer,given_answer,accuracy,processed_utterance,pos_sequence,lemmas_sequence,text_lemma_pos,turn_from_ts,turn_to_ts,hand,pair_speaker,words,lemmas,pos,lemmas_pos,transcriptions,contain_text,segmentation method
pair20,204,2,iconic,gesture,589.513,589.713,16A,,0.1999999999999318,16,um even kijken hoor deze heeft um uh weer die vier kubussen uh eraan aan de rechterkant en aan de bovenkant um en aan de voorkant hetzelfde vormpje,B,3,B,4,4,1,even kijken hoor deze heeft weer die vier kubussen eraan aan de rechterkant en aan de bovenkant en aan de voorkant hetzelfde vormpje,ADV VERB INTJ PRON VERB ADV PRON NUM NOUN ADV ADP DET NOUN CCONJ ADP DET NOUN CCONJ ADP DET NOUN ADJ NOUN ,even kijken hoor deze hebben weer die vier kubus eraan aan de rechterkant en aan de bovenkant en aan de voorkant hetzelfde vormp ,even_even#ADV kijken_kijken#VERB hoor_hoor#INTJ deze_deze#PRON heeft_hebben#VERB weer_weer#ADV die_die#PRON vier_vier#NUM kubussen_kubus#NOUN eraan_eraan#ADV aan_aan#ADP de_de#DET rechterkant_rechterkant#NOUN en_en#CCONJ aan_aan#ADP de_de#DET bovenkant_bovenkant#NOUN en_en#CCONJ aan_aan#ADP de_de#DET voorkant_voorkant#NOUN hetzelfde_hetzelfde#ADJ vormpje_vormp#NOUN ,579.718,593.278,R,pair20_B,aan de bovenkant,aan de bovenkant,ADP DET NOUN,aan#ADP de#DET bovenkant#NOUN,manual,True,manual
pair20,204,2,iconic,gesture,591.587,591.827,16C,,0.2400000000000091,16,um even kijken hoor deze heeft um uh weer die vier kubussen uh eraan aan de rechterkant en aan de bovenkant um en aan de voorkant hetzelfde vormpje,B,3,B,4,4,1,even kijken hoor deze heeft weer die vier kubussen eraan aan de rechterkant en aan de bovenkant en aan de voorkant hetzelfde vormpje,ADV VERB INTJ PRON VERB ADV PRON NUM NOUN ADV ADP DET NOUN CCONJ ADP DET NOUN CCONJ ADP DET NOUN ADJ NOUN ,even kijken hoor deze hebben weer die vier kubus eraan aan de rechterkant en aan de bovenkant en aan de voorkant hetzelfde vormp ,even_even#ADV kijken_kijken#VERB hoor_hoor#INTJ deze_deze#PRON heeft_hebben#VERB weer_weer#ADV die_die#PRON vier_vier#NUM kubussen_kubus#NOUN eraan_eraan#ADV aan_aan#ADP de_de#DET rechterkant_rechterkant#NOUN en_en#CCONJ aan_aan#ADP de_de#DET bovenkant_bovenkant#NOUN en_en#CCONJ aan_aan#ADP de_de#DET voorkant_voorkant#NOUN hetzelfde_hetzelfde#ADJ vormpje_vormp#NOUN ,579.718,593.278,L,pair20_B,aan de voorkant,aan de voorkant,ADP DET NOUN,aan#ADP de#DET voorkant#NOUN,manual,True,manual
pair20,204,2,iconic,gesture,592.325,592.565,16A,,0.2400000000000091,16,um even kijken hoor deze heeft um uh weer die vier kubussen uh eraan aan de rechterkant en aan de bovenkant um en aan de voorkant hetzelfde vormpje,B,3,B,4,4,1,even kijken hoor deze heeft weer die vier kubussen eraan aan de rechterkant en aan de bovenkant en aan de voorkant hetzelfde vormpje,ADV VERB INTJ PRON VERB ADV PRON NUM NOUN ADV ADP DET NOUN CCONJ ADP DET NOUN CCONJ ADP DET NOUN ADJ NOUN ,even kijken hoor deze hebben weer die vier kubus eraan aan de rechterkant en aan de bovenkant en aan de voorkant hetzelfde vormp ,even_even#ADV kijken_kijken#VERB hoor_hoor#INTJ deze_deze#PRON heeft_hebben#VERB weer_weer#ADV die_die#PRON vier_vier#NUM kubussen_kubus#NOUN eraan_eraan#ADV aan_aan#ADP de_de#DET rechterkant_rechterkant#NOUN en_en#CCONJ aan_aan#ADP de_de#DET bovenkant_bovenkant#NOUN en_en#CCONJ aan_aan#ADP de_de#DET voorkant_voorkant#NOUN hetzelfde_hetzelfde#ADJ vormpje_vormp#NOUN ,579.718,593.278,R,pair20_B,hetzelfde vormpje,hetzelfde vormp,ADJ NOUN,hetzelfde#ADJ vormp#NOUN,manual,True,manual
pair20,206,2,iconic,gesture,598.37,600.005,03C,,1.634999999999991,03,uh deze is met die draaiing waar die op staat (u-),A,4,A,P,P,1,deze is met die draaiing waar die op staat,PRON AUX ADP DET NOUN ADV PRON ADP NOUN ,deze zijn met die draaiing waar die op staat ,deze_deze#PRON is_zijn#AUX met_met#ADP die_die#DET draaiing_draaiing#NOUN waar_waar#ADV die_die#PRON op_op#ADP staat_staat#NOUN ,597.22,600.83,R,pair20_A,die draaiing waar die op staat,die draaiing waar die op staat,DET NOUN ADV PRON ADP NOUN,die#DET draaiing#NOUN waar#ADV die#PRON op#ADP staat#NOUN,manual,True,manual
pair20,212,2,iconic,gesture,610.663,610.863,10A,,0.20000000000004547,10,um deze heeft um aan beide kanten een uitsteeksel waarvan de ene wat langer is dan de ander uh met aan beide kanten van (de) uitsteeksel weer dat eivormpje,B,5,B,13,13,1,deze heeft aan beide kanten een uitsteeksel waarvan de ene wat langer is dan de ander met aan beide kanten van de uitsteeksel weer dat eivormpje,PRON AUX ADP DET NOUN DET NOUN ADV DET PRON PRON ADJ AUX SCONJ DET ADJ ADP ADP DET NOUN ADP DET NOUN ADV SCONJ PROPN ,deze hebben aan beide kant een uitsteeksel waarvan de een wat lang zijn dan de ander met aan beide kant van de uitsteeksel weer dat eivorm ,deze_deze#PRON heeft_hebben#AUX aan_aan#ADP beide_beide#DET kanten_kant#NOUN een_een#DET uitsteeksel_uitsteeksel#NOUN waarvan_waarvan#ADV de_de#DET ene_een#PRON wat_wat#PRON langer_lang#ADJ is_zijn#AUX dan_dan#SCONJ de_de#DET ander_ander#ADJ met_met#ADP aan_aan#ADP beide_beide#DET kanten_kant#NOUN van_van#ADP de_de#DET uitsteeksel_uitsteeksel#NOUN weer_weer#ADV dat_dat#SCONJ eivormpje_eivorm#PROPN ,605.198,616.038,R,pair20_B,uitsteeksel waarvan,uitsteeksel waarvan,NOUN ADV,uitsteeksel#NOUN waarvan#ADV,manual,True,manual
pair20,212,2,iconic,gesture,611.542,611.742,10A,,0.1999999999999318,10,um deze heeft um aan beide kanten een uitsteeksel waarvan de ene wat langer is dan de ander uh met aan beide kanten van (de) uitsteeksel weer dat eivormpje,B,5,B,13,13,1,deze heeft aan beide kanten een uitsteeksel waarvan de ene wat langer is dan de ander met aan beide kanten van de uitsteeksel weer dat eivormpje,PRON AUX ADP DET NOUN DET NOUN ADV DET PRON PRON ADJ AUX SCONJ DET ADJ ADP ADP DET NOUN ADP DET NOUN ADV SCONJ PROPN ,deze hebben aan beide kant een uitsteeksel waarvan de een wat lang zijn dan de ander met aan beide kant van de uitsteeksel weer dat eivorm ,deze_deze#PRON heeft_hebben#AUX aan_aan#ADP beide_beide#DET kanten_kant#NOUN een_een#DET uitsteeksel_uitsteeksel#NOUN waarvan_waarvan#ADV de_de#DET ene_een#PRON wat_wat#PRON langer_lang#ADJ is_zijn#AUX dan_dan#SCONJ de_de#DET ander_ander#ADJ met_met#ADP aan_aan#ADP beide_beide#DET kanten_kant#NOUN van_van#ADP de_de#DET uitsteeksel_uitsteeksel#NOUN weer_weer#ADV dat_dat#SCONJ eivormpje_eivorm#PROPN ,605.198,616.038,R,pair20_B,de ene wat langer is,de een wat lang zijn,DET PRON PRON ADJ AUX,de#DET een#PRON wat#PRON lang#ADJ zijn#AUX,manual,True,manual
pair20,212,2,iconic,gesture,612.124,612.284,10E,,0.15999999999996817,10,um deze heeft um aan beide kanten een uitsteeksel waarvan de ene wat langer is dan de ander uh met aan beide kanten van (de) uitsteeksel weer dat eivormpje,B,5,B,13,13,1,deze heeft aan beide kanten een uitsteeksel waarvan de ene wat langer is dan de ander met aan beide kanten van de uitsteeksel weer dat eivormpje,PRON AUX ADP DET NOUN DET NOUN ADV DET PRON PRON ADJ AUX SCONJ DET ADJ ADP ADP DET NOUN ADP DET NOUN ADV SCONJ PROPN ,deze hebben aan beide kant een uitsteeksel waarvan de een wat lang zijn dan de ander met aan beide kant van de uitsteeksel weer dat eivorm ,deze_deze#PRON heeft_hebben#AUX aan_aan#ADP beide_beide#DET kanten_kant#NOUN een_een#DET uitsteeksel_uitsteeksel#NOUN waarvan_waarvan#ADV de_de#DET ene_een#PRON wat_wat#PRON langer_lang#ADJ is_zijn#AUX dan_dan#SCONJ de_de#DET ander_ander#ADJ met_met#ADP aan_aan#ADP beide_beide#DET kanten_kant#NOUN van_van#ADP de_de#DET uitsteeksel_uitsteeksel#NOUN weer_weer#ADV dat_dat#SCONJ eivormpje_eivorm#PROPN ,605.198,616.038,L,pair20_B,wat langer is dan de,wat lang zijn dan de,PRON ADJ AUX SCONJ DET,wat#PRON lang#ADJ zijn#AUX dan#SCONJ de#DET,manual,True,manual
pair20,212,2,iconic,gesture,613.142,613.982,10B+10F,,0.8399999999999181,10,um deze heeft um aan beide kanten een uitsteeksel waarvan de ene wat langer is dan de ander uh met aan beide kanten van (de) uitsteeksel weer dat eivormpje,B,5,B,13,13,1,deze heeft aan beide kanten een uitsteeksel waarvan de ene wat langer is dan de ander met aan beide kanten van de uitsteeksel weer dat eivormpje,PRON AUX ADP DET NOUN DET NOUN ADV DET PRON PRON ADJ AUX SCONJ DET ADJ ADP ADP DET NOUN ADP DET NOUN ADV SCONJ PROPN ,deze hebben aan beide kant een uitsteeksel waarvan de een wat lang zijn dan de ander met aan beide kant van de uitsteeksel weer dat eivorm ,deze_deze#PRON heeft_hebben#AUX aan_aan#ADP beide_beide#DET kanten_kant#NOUN een_een#DET uitsteeksel_uitsteeksel#NOUN waarvan_waarvan#ADV de_de#DET ene_een#PRON wat_wat#PRON langer_lang#ADJ is_zijn#AUX dan_dan#SCONJ de_de#DET ander_ander#ADJ met_met#ADP aan_aan#ADP beide_beide#DET kanten_kant#NOUN van_van#ADP de_de#DET uitsteeksel_uitsteeksel#NOUN weer_weer#ADV dat_dat#SCONJ eivormpje_eivorm#PROPN ,605.198,616.038,"R, L",pair20_B,met aan beide kanten van de,met aan beide kant van de,ADP ADP DET NOUN ADP DET,met#ADP aan#ADP beide#DET kant#NOUN van#ADP de#DET,manual,True,manual
pair20,212,2,iconic,gesture,614.695,615.575,10B+10F,,0.8799999999999955,10,um deze heeft um aan beide kanten een uitsteeksel waarvan de ene wat langer is dan de ander uh met aan beide kanten van (de) uitsteeksel weer dat eivormpje,B,5,B,13,13,1,deze heeft aan beide kanten een uitsteeksel waarvan de ene wat langer is dan de ander met aan beide kanten van de uitsteeksel weer dat eivormpje,PRON AUX ADP DET NOUN DET NOUN ADV DET PRON PRON ADJ AUX SCONJ DET ADJ ADP ADP DET NOUN ADP DET NOUN ADV SCONJ PROPN ,deze hebben aan beide kant een uitsteeksel waarvan de een wat lang zijn dan de ander met aan beide kant van de uitsteeksel weer dat eivorm ,deze_deze#PRON heeft_hebben#AUX aan_aan#ADP beide_beide#DET kanten_kant#NOUN een_een#DET uitsteeksel_uitsteeksel#NOUN waarvan_waarvan#ADV de_de#DET ene_een#PRON wat_wat#PRON langer_lang#ADJ is_zijn#AUX dan_dan#SCONJ de_de#DET ander_ander#ADJ met_met#ADP aan_aan#ADP beide_beide#DET kanten_kant#NOUN van_van#ADP de_de#DET uitsteeksel_uitsteeksel#NOUN weer_weer#ADV dat_dat#SCONJ eivormpje_eivorm#PROPN ,605.198,616.038,"R, L",pair20_B,van de uitsteeksel weer dat eivormpje,van de uitsteeksel weer dat eivorm,ADP DET NOUN ADV SCONJ PROPN,van#ADP de#DET uitsteeksel#NOUN weer#ADV dat#SCONJ eivorm#PROPN,manual,True,manual
pair20,213,2,iconic,gesture,616.935,617.455,10D,,0.5200000000000955,10,oh ja met dat plankje?,A,5,B,13,13,1,ja met dat plankje,INTJ ADP DET NOUN ,ja met dat plank ,ja_ja#INTJ met_met#ADP dat_dat#DET plankje_plank#NOUN ,615.748,617.2,R,pair20_A,dat plankje,dat plank,DET NOUN,dat#DET plank#NOUN,manual,True,manual
pair20,216,2,iconic,gesture,624.821,625.061,11D,,0.2400000000000091,11,uh deze is met dat ei helemaal voorin en er zitten twee staafjes in de één is met dat pipetvormpje weer,A,6,A,F,F,1,deze is met dat ei helemaal voorin en er zitten twee staafjes in de één is met dat pipetvormpje weer,PRON AUX ADP DET NOUN ADV ADV CCONJ ADV VERB NUM NOUN ADP DET PROPN AUX ADP DET NOUN ADV ,deze zijn met dat ei helemaal voorin en er zitten twee staaf in de één zijn met dat pipetvormpje weer ,deze_deze#PRON is_zijn#AUX met_met#ADP dat_dat#DET ei_ei#NOUN helemaal_helemaal#ADV voorin_voorin#ADV en_en#CCONJ er_er#ADV zitten_zitten#VERB twee_twee#NUM staafjes_staaf#NOUN in_in#ADP de_de#DET één_één#PROPN is_zijn#AUX met_met#ADP dat_dat#DET pipetvormpje_pipetvormpje#NOUN weer_weer#ADV ,619.792,626.056,R,pair20_A,is met dat,zijn met dat,AUX ADP DET,zijn#AUX met#ADP dat#DET,manual,True,manual
pair20,219,2,iconic,gesture,631.795,632.915,12B,,1.1200000000000045,12,#laughs# uh dit is uh diegene met dat uh gehoekte handvat en de (t-) spijker schoorsteen um in dat handvat,B,7,B,16,16,1,dit is diegene met dat gehoekte handvat en de spijker schoorsteen in dat handvat,PRON AUX PRON ADP DET VERB NOUN CCONJ DET NOUN NOUN ADP DET NOUN ,dit zijn diegene met dat gehoekte handvat en de spijker schoorsteen in dat handvat ,dit_dit#PRON is_zijn#AUX diegene_diegene#PRON met_met#ADP dat_dat#DET gehoekte_gehoekte#VERB handvat_handvat#NOUN en_en#CCONJ de_de#DET spijker_spijker#NOUN schoorsteen_schoorsteen#NOUN in_in#ADP dat_dat#DET handvat_handvat#NOUN ,628.062,638.32,R,pair20_B,gehoekte handvat,gehoekte handvat,VERB NOUN,gehoekte#VERB handvat#NOUN,manual,True,manual
pair20,219,2,iconic,gesture,633.727,634.082,12C,,0.3550000000000182,12,#laughs# uh dit is uh diegene met dat uh gehoekte handvat en de (t-) spijker schoorsteen um in dat handvat,B,7,B,16,16,1,dit is diegene met dat gehoekte handvat en de spijker schoorsteen in dat handvat,PRON AUX PRON ADP DET VERB NOUN CCONJ DET NOUN NOUN ADP DET NOUN ,dit zijn diegene met dat gehoekte handvat en de spijker schoorsteen in dat handvat ,dit_dit#PRON is_zijn#AUX diegene_diegene#PRON met_met#ADP dat_dat#DET gehoekte_gehoekte#VERB handvat_handvat#NOUN en_en#CCONJ de_de#DET spijker_spijker#NOUN schoorsteen_schoorsteen#NOUN in_in#ADP dat_dat#DET handvat_handvat#NOUN ,628.062,638.32,L,pair20_B,en de,en de,CCONJ DET,en#CCONJ de#DET,manual,True,manual
pair20,220,2,iconic,gesture,638.783,638.863,12A,,0.08000000000004093,12,oh ja ja met dat plateautje met dat rondje,A,7,B,16,16,1,ja ja met dat plateautje met dat rondje,INTJ INTJ ADP DET NOUN ADP DET NOUN ,ja ja met dat plateau met dat rond ,ja_ja#INTJ ja_ja#INTJ met_met#ADP dat_dat#DET plateautje_plateau#NOUN met_met#ADP dat_dat#DET rondje_rond#NOUN ,637.376,639.74,R,pair20_A,dat plateautje met dat,dat plateau met dat,DET NOUN ADP DET,dat#DET plateau#NOUN met#ADP dat#DET,manual,True,manual
pair20,220,2,iconic,gesture,639.103,639.543,12A,,0.44000000000005457,12,oh ja ja met dat plateautje met dat rondje,A,7,B,16,16,1,ja ja met dat plateautje met dat rondje,INTJ INTJ ADP DET NOUN ADP DET NOUN ,ja ja met dat plateau met dat rond ,ja_ja#INTJ ja_ja#INTJ met_met#ADP dat_dat#DET plateautje_plateau#NOUN met_met#ADP dat_dat#DET rondje_rond#NOUN ,637.376,639.74,R,pair20_A,met dat rondje,met dat rond,ADP DET NOUN,met#ADP dat#DET rond#NOUN,manual,True,manual
pair20,223,2,iconic,gesture,645.193,645.513,07B,,0.32000000000005,07,uh dit is w- dit is met dat uh plateau dat er doorheen zit met die twee pootjes en een soort van trapeziumvorm,A,8,A,I,I,1,dit is dit is met dat plateau dat er doorheen zit met die twee pootjes en een soort van trapeziumvorm,PRON AUX PRON AUX ADP DET NOUN PRON ADV ADP VERB ADP DET NUM NOUN CCONJ DET NOUN ADP NOUN ,dit zijn dit zijn met dat plateau dat er doorheen zitten met die twee poot en een soort van trapeziumvorm ,dit_dit#PRON is_zijn#AUX dit_dit#PRON is_zijn#AUX met_met#ADP dat_dat#DET plateau_plateau#NOUN dat_dat#PRON er_er#ADV doorheen_doorheen#ADP zit_zitten#VERB met_met#ADP die_die#DET twee_twee#NUM pootjes_poot#NOUN en_en#CCONJ een_een#DET soort_soort#NOUN van_van#ADP trapeziumvorm_trapeziumvorm#NOUN ,641.944,649.032,R,pair20_A,dat er doorheen zit,dat er doorheen zitten,PRON ADV ADP VERB,dat#PRON er#ADV doorheen#ADP zitten#VERB,manual,True,manual
pair20,223,2,iconic,gesture,646.407,646.647,07B,,0.2400000000000091,07,uh dit is w- dit is met dat uh plateau dat er doorheen zit met die twee pootjes en een soort van trapeziumvorm,A,8,A,I,I,1,dit is dit is met dat plateau dat er doorheen zit met die twee pootjes en een soort van trapeziumvorm,PRON AUX PRON AUX ADP DET NOUN PRON ADV ADP VERB ADP DET NUM NOUN CCONJ DET NOUN ADP NOUN ,dit zijn dit zijn met dat plateau dat er doorheen zitten met die twee poot en een soort van trapeziumvorm ,dit_dit#PRON is_zijn#AUX dit_dit#PRON is_zijn#AUX met_met#ADP dat_dat#DET plateau_plateau#NOUN dat_dat#PRON er_er#ADV doorheen_doorheen#ADP zit_zitten#VERB met_met#ADP die_die#DET twee_twee#NUM pootjes_poot#NOUN en_en#CCONJ een_een#DET soort_soort#NOUN van_van#ADP trapeziumvorm_trapeziumvorm#NOUN ,641.944,649.032,"R, L",pair20_A,met die twee pootjes,met die twee poot,ADP DET NUM NOUN,met#ADP die#DET twee#NUM poot#NOUN,manual,True,manual
pair20,223,2,iconic,gesture,647.887,648.327,07A,,0.44000000000005457,07,uh dit is w- dit is met dat uh plateau dat er doorheen zit met die twee pootjes en een soort van trapeziumvorm,A,8,A,I,I,1,dit is dit is met dat plateau dat er doorheen zit met die twee pootjes en een soort van trapeziumvorm,PRON AUX PRON AUX ADP DET NOUN PRON ADV ADP VERB ADP DET NUM NOUN CCONJ DET NOUN ADP NOUN ,dit zijn dit zijn met dat plateau dat er doorheen zitten met die twee poot en een soort van trapeziumvorm ,dit_dit#PRON is_zijn#AUX dit_dit#PRON is_zijn#AUX met_met#ADP dat_dat#DET plateau_plateau#NOUN dat_dat#PRON er_er#ADV doorheen_doorheen#ADP zit_zitten#VERB met_met#ADP die_die#DET twee_twee#NUM pootjes_poot#NOUN en_en#CCONJ een_een#DET soort_soort#NOUN van_van#ADP trapeziumvorm_trapeziumvorm#NOUN ,641.944,649.032,R,pair20_A,van trapeziumvorm,van trapeziumvorm,ADP NOUN,van#ADP trapeziumvorm#NOUN,manual,True,manual
pair20,225,2,iconic,gesture,656.417,656.697,06D,,0.2799999999999727,06,uh dit is um deze heeft een lepeltje en heeft uh die staaf ervoor zitten uh met waar een ei door uh die door het ei heen gaat,B,9,B,11,11,1,dit is deze heeft een lepeltje en heeft die staaf ervoor zitten met waar een ei door die door het ei heen gaat,PRON AUX PRON VERB DET NOUN CCONJ VERB DET NOUN ADV VERB ADP ADV DET NOUN ADP PRON ADP DET NOUN ADP VERB ,dit zijn deze hebben een lepeltje en hebben die staaf ervoor zitten met waar een ei door die door het ei heen gaan ,dit_dit#PRON is_zijn#AUX deze_deze#PRON heeft_hebben#VERB een_een#DET lepeltje_lepeltje#NOUN en_en#CCONJ heeft_hebben#VERB die_die#DET staaf_staaf#NOUN ervoor_ervoor#ADV zitten_zitten#VERB met_met#ADP waar_waar#ADV een_een#DET ei_ei#NOUN door_door#ADP die_die#PRON door_door#ADP het_het#DET ei_ei#NOUN heen_heen#ADP gaat_gaan#VERB ,650.632,661.432,R,pair20_B,staaf ervoor,staaf ervoor,NOUN ADV,staaf#NOUN ervoor#ADV,manual,True,manual
pair20,225,2,iconic,gesture,658.689,659.569,06B,,0.8799999999999955,06,uh dit is um deze heeft een lepeltje en heeft uh die staaf ervoor zitten uh met waar een ei door uh die door het ei heen gaat,B,9,B,11,11,1,dit is deze heeft een lepeltje en heeft die staaf ervoor zitten met waar een ei door die door het ei heen gaat,PRON AUX PRON VERB DET NOUN CCONJ VERB DET NOUN ADV VERB ADP ADV DET NOUN ADP PRON ADP DET NOUN ADP VERB ,dit zijn deze hebben een lepeltje en hebben die staaf ervoor zitten met waar een ei door die door het ei heen gaan ,dit_dit#PRON is_zijn#AUX deze_deze#PRON heeft_hebben#VERB een_een#DET lepeltje_lepeltje#NOUN en_en#CCONJ heeft_hebben#VERB die_die#DET staaf_staaf#NOUN ervoor_ervoor#ADV zitten_zitten#VERB met_met#ADP waar_waar#ADV een_een#DET ei_ei#NOUN door_door#ADP die_die#PRON door_door#ADP het_het#DET ei_ei#NOUN heen_heen#ADP gaat_gaan#VERB ,650.632,661.432,R,pair20_B,waar een ei door,waar een ei door,ADV DET NOUN ADP,waar#ADV een#DET ei#NOUN door#ADP,manual,True,manual
pair20,225,2,iconic,gesture,660.666,660.866,06B+06D,,0.1999999999999318,06,uh dit is um deze heeft een lepeltje en heeft uh die staaf ervoor zitten uh met waar een ei door uh die door het ei heen gaat,B,9,B,11,11,1,dit is deze heeft een lepeltje en heeft die staaf ervoor zitten met waar een ei door die door het ei heen gaat,PRON AUX PRON VERB DET NOUN CCONJ VERB DET NOUN ADV VERB ADP ADV DET NOUN ADP PRON ADP DET NOUN ADP VERB ,dit zijn deze hebben een lepeltje en hebben die staaf ervoor zitten met waar een ei door die door het ei heen gaan ,dit_dit#PRON is_zijn#AUX deze_deze#PRON heeft_hebben#VERB een_een#DET lepeltje_lepeltje#NOUN en_en#CCONJ heeft_hebben#VERB die_die#DET staaf_staaf#NOUN ervoor_ervoor#ADV zitten_zitten#VERB met_met#ADP waar_waar#ADV een_een#DET ei_ei#NOUN door_door#ADP die_die#PRON door_door#ADP het_het#DET ei_ei#NOUN heen_heen#ADP gaat_gaan#VERB ,650.632,661.432,"R, L",pair20_B,door het ei heen gaat,door het ei heen gaan,ADP DET NOUN ADP VERB,door#ADP het#DET ei#NOUN heen#ADP gaan#VERB,manual,True,manual
pair20,226,2,iconic,gesture,663.099,663.699,06C,,0.599999999999909,06,oh ja een ei ei en dat platte schijfje,A,9,B,11,11,1,ja een ei ei en dat platte schijfje,INTJ DET NOUN SYM CCONJ DET ADJ NOUN ,ja een ei ei en dat plat schijf ,ja_ja#INTJ een_een#DET ei_ei#NOUN ei_ei#SYM en_en#CCONJ dat_dat#DET platte_plat#ADJ schijfje_schijf#NOUN ,661.652,663.97,R,pair20_A,en dat platte schijfje,en dat plat schijf,CCONJ DET ADJ NOUN,en#CCONJ dat#DET plat#ADJ schijf#NOUN,manual,True,manual
pair20,231,2,other,gesture,670.926,671.046,,,0.12000000000000455,13,nou dat zie ik niet maar okee dat gaan we onthouden #laughs#,A,10,A,L,L,1,nou dat zie ik niet maar okee dat gaan we onthouden,ADV PRON VERB PRON ADV ADV PROPN PRON VERB PRON VERB ,nou dat zien ik niet maar okee dat gaan we onthouden ,nou_nou#ADV dat_dat#PRON zie_zien#VERB ik_ik#PRON niet_niet#ADV maar_maar#ADV okee_okee#PROPN dat_dat#PRON gaan_gaan#VERB we_we#PRON onthouden_onthouden#VERB ,669.18,672.193,R,pair20_A,dat gaan we onthouden,dat gaan we onthouden,PRON VERB PRON VERB,dat#PRON gaan#VERB we#PRON onthouden#VERB,manual,True,manual
pair20,232,2,deictic,gesture,672.752,672.83,,beat?,0.07800000000008822,13,uh nu heb ik diegene met die kraaltjes die zes kraaltjes,A,10,A,L,L,1,nu heb ik diegene met die kraaltjes die zes kraaltjes,ADV VERB PRON PRON ADP DET NOUN PRON NUM NOUN ,nu hebben ik diegene met die kraal die zes kraalt ,nu_nu#ADV heb_hebben#VERB ik_ik#PRON diegene_diegene#PRON met_met#ADP die_die#DET kraaltjes_kraal#NOUN die_die#PRON zes_zes#NUM kraaltjes_kraalt#NOUN ,672.207,675.197,L,pair20_A,nu heb ik diegene met die,nu hebben ik diegene met die,ADV VERB PRON PRON ADP DET,nu#ADV hebben#VERB ik#PRON diegene#PRON met#ADP die#DET,manual,True,manual
pair20,232,2,iconic,gesture,673.331,673.604,13A,,0.27300000000002456,13,uh nu heb ik diegene met die kraaltjes die zes kraaltjes,A,10,A,L,L,1,nu heb ik diegene met die kraaltjes die zes kraaltjes,ADV VERB PRON PRON ADP DET NOUN PRON NUM NOUN ,nu hebben ik diegene met die kraal die zes kraalt ,nu_nu#ADV heb_hebben#VERB ik_ik#PRON diegene_diegene#PRON met_met#ADP die_die#DET kraaltjes_kraal#NOUN die_die#PRON zes_zes#NUM kraaltjes_kraalt#NOUN ,672.207,675.197,"R, L",pair20_A,met die kraaltjes die,met die kraal die,ADP DET NOUN PRON,met#ADP die#DET kraal#NOUN die#PRON,manual,True,manual
pair20,232,2,iconic,gesture,673.604,674.856,13A,,1.2519999999999527,13,uh nu heb ik diegene met die kraaltjes die zes kraaltjes,A,10,A,L,L,1,nu heb ik diegene met die kraaltjes die zes kraaltjes,ADV VERB PRON PRON ADP DET NOUN PRON NUM NOUN ,nu hebben ik diegene met die kraal die zes kraalt ,nu_nu#ADV heb_hebben#VERB ik_ik#PRON diegene_diegene#PRON met_met#ADP die_die#DET kraaltjes_kraal#NOUN die_die#PRON zes_zes#NUM kraaltjes_kraalt#NOUN ,672.207,675.197,"R, L",pair20_A,kraaltjes die zes kraaltjes,kraal die zes kraalt,NOUN PRON NUM NOUN,kraal#NOUN die#PRON zes#NUM kraalt#NOUN,manual,True,manual
pair20,237,2,iconic,gesture,687.205,687.598,15B,,0.3929999999999154,15,dit is met het plateau aan de onderkant en de met die glijbaan zo en die pijp aan de linkerkant en die twee dingetje die daaruit steken bovenin,A,12,A,K,K,1,dit is met het plateau aan de onderkant en de met die glijbaan zo en die pijp aan de linkerkant en die twee dingetje die daaruit steken bovenin,PRON AUX ADP DET NOUN ADP DET NOUN CCONJ DET ADP DET NOUN ADV CCONJ DET NOUN ADP DET NOUN CCONJ DET NUM NOUN PRON ADV VERB ADP ,dit zijn met het plateau aan de onderkant en de met die glijbaan zo en die pijp aan de linkerkant en die twee dinge die daaruit steken bovenin ,dit_dit#PRON is_zijn#AUX met_met#ADP het_het#DET plateau_plateau#NOUN aan_aan#ADP de_de#DET onderkant_onderkant#NOUN en_en#CCONJ de_de#DET met_met#ADP die_die#DET glijbaan_glijbaan#NOUN zo_zo#ADV en_en#CCONJ die_die#DET pijp_pijp#NOUN aan_aan#ADP de_de#DET linkerkant_linkerkant#NOUN en_en#CCONJ die_die#DET twee_twee#NUM dingetje_dinge#NOUN die_die#PRON daaruit_daaruit#ADV steken_steken#VERB bovenin_bovenin#ADP ,684.508,691.732,R,pair20_A,met die glijbaan zo en die,met die glijbaan zo en die,ADP DET NOUN ADV CCONJ DET,met#ADP die#DET glijbaan#NOUN zo#ADV en#CCONJ die#DET,manual,True,manual
